type,id,name,spectral_type,x_pc,y_pc,z_pc,vx_kms,vy_kms,vz_kms,temperature_k,mass_solar,luminosity_solar,radius_solar,metallicity_dex,age_gyr,absolute_mag,epoch,notes,constellation,ra_deg,dec_deg,astrometry_epoch,parallax_mas,parallax_error_mas,pm_ra_cosdec_masyr,pm_ra_error_masyr,pm_dec_masyr,pm_dec_error_masyr,radial_velocity_kms,radial_velocity_error_kms,astrometry_ref,radial_velocity_ref
star,cns5-0189,Wolf 1056,M2.5V,-5.322873502,9.307009036,-6.746276238,,,,,,,,,,,2000.0,Corrected CNS5 189; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Andromeda,9.754063764620504,30.61633814603857,2016.0,78.94215568384767,0.026668971,1557.9216183469864,0.02968469262123108,26.80339822463357,0.02281462587416172,,,2020yCat.1350....0G,
star,cns5-5486,PM J22114+4059,M5.5V,-0.677504386,12.353447753,-2.727996710,,,,2919,,0.0025980168,0.19929014,-0.0379,,14.625254,2000.0,Corrected CNS5 5486; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Lacerta,332.8501471342748,40.999937747390554,2016.0,78.93157695245002,0.028031928,-91.37297496206372,0.018902236595749855,67.11856221476702,0.020303890109062195,,,2020yCat.1350....0G,
star,cns5-2757,Innes' star,M3.5V,4.406730539,-11.862508335,0.658668179,,,,3209,,0.017070815,0.42267284,-1.1518,,11.001824,2000.0,Corrected CNS5 2757; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Carina,168.9804069674639,-57.5423983978393,2016.0,78.91595686697482,0.035617054,-2468.4073805783923,0.03151051327586174,1184.1752819642727,0.0319068543612957,,,2020yCat.1350....0G,
star,cns5-4960,HD 190007,K5V,8.817633051,8.604799151,-3.122726136,-22.229360,-16.603098,15.488062,4487,,0.22276531,0.7809898,0.2735,,,2000.0,Corrected CNS5 4960; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Aquila,300.6956213279026,3.326715753341339,2016.0,78.68116117185666,0.022540307,-90.38324464030711,0.018619686365127563,119.4301522492732,0.012778804637491703,-30.467321395874023,0.13265933096408844,2020yCat.1350....0G,2020yCat.1350....0G
brown_dwarf,cns5-3603,LP 560-35,M6V,6.442180414,-0.095152044,10.966009262,,,,,,,,,,,2000.0,Corrected CNS5 3603; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Bootes,218.03330657727005,8.192058345519628,2016.0,78.62468637170535,0.044969764,-477.09608629916994,0.043525826185941696,10.059347160438442,0.03941471874713898,,,2020yCat.1350....0G,
star,cns5-2593,G 236-34,M4V,-6.940377199,6.122744124,8.725395876,,,,,,,,,,,2000.0,Corrected CNS5 2593; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Ursa Major,158.84150877915906,69.446793871661,2016.0,78.61855010883858,0.31694674,-1653.6375443251518,0.2470581829547882,-641.5296492899556,0.2932155132293701,,,2020yCat.1350....0G,
star,cns5-5794,PM J23306-8455,,6.194474354,-8.848395998,-6.717605033,,,,,,,,,,13.920608,2000.0,Corrected CNS5 5794; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Octans,352.6454136504384,-84.92220191651951,2016.0,78.61794564215852,0.03439178,-271.9750928878552,0.03267524391412735,-62.770316560507894,0.03188321739435196,,,2020yCat.1350....0G,
star,cns5-4299,L 21-3,M3.5V,7.971855043,-8.554042053,-5.041816541,,,,3092,,0.014034614,0.41291726,-0.7306,,11.575261,2000.0,Corrected CNS5 4299; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Apus,262.3503788640829,-80.14714892351998,2016.0,78.53300389973073,0.01918077,-518.0372904271285,0.0196391474455595,472.9001722775937,0.02130173332989216,,,2020yCat.1350....0G,
brown_dwarf,cns5-1344,2MASS J05233822-1403022,L2.5,-9.265534529,-6.771028203,-5.519367320,-16.260908,-4.048937,3.471529,,,,,,,,2000.0,Corrected CNS5 1344; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Lepus,80.90975753594236,-14.049842851725447,2016.0,78.52730159417737,0.14850882,107.48386299745216,0.13975360989570618,161.46836354438736,0.14130835235118866,12.48,0.41,2020yCat.1350....0G,2016ApJS..225...10F
star,cns5-2996,L 758-108,dM3.0,3.269864270,-8.894356598,8.506538023,,,,3141,,0.017666671,0.44884402,-0.8509,,11.184122,2000.0,Corrected CNS5 2996; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Corvus,182.79799193877028,-19.96139412325039,2016.0,78.5279768797414,0.026330533,-212.8680095348506,0.02394193969666958,-184.26024089784488,0.022101156413555145,,,2020yCat.1350....0G,
brown_dwarf,cns5-3777,WISE J151906.63+700931.4,T8,-2.760841934,9.039763434,8.540422556,,,,,,,,,,,2000.0,Corrected CNS5 3777; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Ursa Minor,229.7776355,70.1587015,2000.0,78.5,2.6,318.3,1.3,-501.5,0.9,,,2014yCat.2328....0C; 2021ApJS..253....7K,
brown_dwarf,cns5-0449,2MASS J01443536-0716142,L6.5,-4.706464522,1.923480813,-11.680658973,-10.247509,-23.798935,2.992027,,,,,,,,2000.0,Corrected CNS5 449; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Cetus,26.14923959176464,-7.271517922568175,2016.0,78.4978405880058,0.4863448,382.25212710805056,0.5842746496200562,-196.6094361011969,0.40592479705810547,-2.55,0.1,2020yCat.1350....0G,2010ApJ...723..684B
star,cns5-2997,L 758-107,M2.5V,3.276951514,-8.899202981,8.510541109,,,,3178,,0.007756524,0.29035413,-1.0206,,12.095779,2000.0,Corrected CNS5 2997; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Corvus,182.81963496571075,-19.973535053310865,2016.0,78.47941397073988,0.041269254,-205.0536570421742,0.033928971737623215,-188.4585314704096,0.03380266949534416,,,2020yCat.1350....0G,
star,cns5-0694,SCR J0246-7024,M4.5V,3.159790448,-8.649588424,-8.816057554,,,,2983,,0.0024787206,0.18639289,-0.2247,,14.346716,2000.0,Corrected CNS5 694; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Hydrus,41.51227837952512,-70.40213295868823,2016.0,78.44101739394917,0.0203295,214.54650904454792,0.024156447499990463,-88.69538465371008,0.021469730883836746,,,2020yCat.1350....0G,
star,cns5-2945,HD 104304,G8IV,1.844207819,-7.913856873,9.845240195,17.981584,-16.471811,-16.789007,5510,0.8779154,0.8789317,1.0287675,-0.1764,,5.019804,2000.0,Corrected CNS5 2945; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Virgo,180.18562930618162,-10.448272003975848,2016.0,78.33591471044681,0.10568068,83.79341887242131,0.10317491739988327,-482.0061083706503,0.06641500443220139,-0.13788118958473206,0.13542042672634125,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-4208,CD-52 7989,M1V,11.628412847,-5.007124026,-1.685616794,,,,3428,,0.049229305,0.6288199,-0.9108,,9.485648,2000.0,Corrected CNS5 4208; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Ara,257.7446666606409,-52.51481569583831,2016.0,78.29421021632523,0.021995917,-247.66833392516563,0.024884648621082306,156.4635116184804,0.01913192868232727,,,2020yCat.1350....0G,
star,cns5-2817,Wolf 398,M4V,-1.892120379,-5.224552219,11.500601974,,,,3157,,0.008572834,0.30937028,-0.958,,,2000.0,Corrected CNS5 2817; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Leo,172.23102334262407,10.180048632014154,2016.0,78.29245175702427,0.050919108,-750.3284880325182,0.05769675225019455,557.9462341899749,0.043393008410930634,,,2020yCat.1350....0G,
star,cns5-2858,HD 101581,K4.5Vk:,4.167023510,-11.511204421,3.667703728,-35.859912,-25.895292,6.593648,,,,,,,7.229375,2000.0,Corrected CNS5 2858; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Centaurus,175.25617537001182,-44.40411484982858,2016.0,78.2469694794008,0.020736028,-660.6340786458122,0.016470100730657578,242.09647458907287,0.01347592007368803,13.526802062988281,0.1829250603914261,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-2349,HD 82106,K3V,-6.822736650,-7.490394747,7.793510373,-40.826202,-13.668665,-0.153700,4669,0.74525243,0.2516968,0.7666178,-0.141,12.569355,6.663906,2000.0,Corrected CNS5 2349; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Hydra,142.47619331531757,5.655613878177123,2016.0,78.22844525016806,0.024466164,-502.65467918543237,0.027209855616092682,108.53726396612656,0.015508350916206837,29.708236694335938,0.2719400227069855,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-2552,BD-09 3070,M1V,-2.687461391,-9.638513720,7.958852189,-42.822699,-19.944392,-5.020585,3546,,0.044660483,0.56000954,-0.5623,,9.605427,2000.0,Corrected CNS5 2552; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Sextans,156.2920240682043,-10.22815208003861,2016.0,78.21205542375775,0.02841949,-693.1814933325599,0.026524679735302925,121.46945656396232,0.022239897400140762,20.913705825805664,0.21808941662311554,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-1884,MCC 499,M2.5V,-10.776446409,3.344198721,6.015386625,,,,3220,,0.02073537,0.46256608,-0.9237,,10.791203,2000.0,Corrected CNS5 1884; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Lynx,113.84028667733695,54.849773078642905,2016.0,78.2061077489827,0.023223909,-113.54376136166859,0.01632719300687313,13.364356852512948,0.014715266413986683,,,2020yCat.1350....0G,
star,cns5-4278,HD 158633,K0,-1.408218145,10.612239224,6.997439523,1.409665,-49.865840,5.582970,5285,,0.40440637,0.7585067,-0.0539,,,2000.0,Corrected CNS5 4278; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Draco,261.24428143354027,67.30672951368193,2016.0,78.19405320651936,0.025833141,-531.7492966789252,0.0251469723880291,4.8177533768137515,0.02917998470366001,-38.47660446166992,0.14800892770290375,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-0567,CD-32 828,M2Vk,-2.437437634,-3.261875724,-12.131761340,-18.185559,-64.067120,-25.417792,,,,,,,9.788477,2000.0,Corrected CNS5 567; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Fornax,33.477411887361406,-32.04360677639304,2016.0,78.13955998671855,0.037093047,757.6713018472037,0.032329436391592026,-532.033212113747,0.03411887586116791,43.89496612548828,0.5516805052757263,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-0036,L 217-28,M4V,4.600009844,-4.707521727,-10.982025952,,,,3105,,0.013419925,0.40029877,-0.8233,,11.533382,2000.0,Corrected CNS5 36; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Phoenix,2.0695188524464223,-57.09822684087826,2016.0,78.10456483825139,0.023761235,-355.71342238494435,0.022500699386000633,-44.25621691409356,0.020590363070368767,,,2020yCat.1350....0G,
brown_dwarf,cns5-3292,WISE J132233.64-234016.8,T8,6.708560684,-7.433172639,8.006791308,,,,,,,,,,,2000.0,Corrected CNS5 3292; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Hydra,200.6401392,-23.6714053,2000.0,78.0,4.0,-348.29998779296875,1.5,391.6000061035156,1.600000023841858,,,2014yCat.2328....0C; 2019ApJS..240...19K,
brown_dwarf,cns5-3996,WISE J161705.74+180714.1,T8,7.948629460,5.248041120,8.581544330,,,,,,,,,,,2000.0,Corrected CNS5 3996; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Hercules,244.2738842,18.1206026,2000.0,78.0,3.0,92.5999984741211,2.0999999046325684,-40.0,2.0999999046325684,,,2014yCat.2328....0C; 2020AJ....159..257B; 2019ApJS..240...19K,
star,cns5-0316,G 269-106,M4V,-0.481943464,-0.776023052,-12.793298395,,,,,,,,,,,2000.0,Corrected CNS5 316; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Sculptor,17.07992913450677,-28.806257521733386,2016.0,77.96741535239056,0.048791002,732.1992366965205,0.02733307145535946,-122.35250320490294,0.020163986831903458,,,2020yCat.1350....0G,
star,cns5-5166,G 25-8,M5V,6.384138959,10.120719698,-4.622192363,,,,,,,,,,,2000.0,Corrected CNS5 5166; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Delphinus,313.3855401554295,10.61529115033654,2016.0,77.95606773421599,0.037997022,-492.5137044555533,0.027507008984684944,-447.2049943213191,0.0207864660769701,,,2020yCat.1350....0G,
star,cns5-0593,HD 14412,G8V,-3.547332543,-2.433869687,-12.088264289,-11.104525,27.163150,-9.914467,5358,,0.43509173,0.7654626,-0.2123,,5.798705,2000.0,Corrected CNS5 593; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Fornax,34.74269374763958,-25.943711129253515,2016.0,77.9357961307153,0.033687912,-217.73410596933036,0.023190494626760483,444.6088895515635,0.02382575534284115,7.259273052215576,0.21902698278427124,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-3239,G 164-47,M4.8V,0.510464296,0.845238454,12.796689192,,,,,,,,,,13.536067,2000.0,Corrected CNS5 3239; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Coma Berenices,197.3939952563072,28.984194794735036,2016.0,77.91360762677226,0.045110147,-338.5604231864207,0.0254885945469141,-203.97975715623872,0.017537692561745644,,,2020yCat.1350....0G,
star,cns5-4967,L 115-22,M3.5V,9.479258862,-5.362420314,-6.802852556,,,,,,,,,,,2000.0,Corrected CNS5 4967; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Pavo,301.0094779606804,-65.60328531056152,2016.0,77.8756919631933,0.046079203,127.08468212195322,0.021129293367266655,-854.3765914916064,0.030833100900053978,,,2020yCat.1350....0G,
star,cns5-3555,PM J14223-7023,M5,8.240397483,-9.658662665,-1.979895575,,,,,,,,,,14.625541,2000.0,Corrected CNS5 3555; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Circinus,215.5706327308375,-70.3954746504146,2016.0,77.82303860691289,0.025589071,-793.5687892333838,0.018941445276141167,-418.5502224387199,0.02318558655679226,,,2020yCat.1350....0G,
star,cns5-4968,L 115-21,M5V,9.485160870,-5.366069495,-6.808435575,-6.934880,-56.261770,-18.426118,3442,,0.020177936,0.4410325,-0.3642,,10.785515,2000.0,Corrected CNS5 4968; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Pavo,301.02119056798006,-65.60411911962947,2016.0,77.81933738282675,0.04418077,133.0349526303847,0.02162780985236168,-852.2603826315279,0.03180699422955513,28.14237403869629,0.21300435066223145,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-2407,UCAC4 258-045223,M6V,-0.591116936,-12.606028247,2.448376945,,,,,,,,,,,2000.0,Corrected CNS5 2407; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Antlia,145.8742485909251,-38.56630443256017,2016.0,77.78959150678219,0.03946266,-95.17053718832526,0.035087067633867264,-161.60627522021468,0.03576570004224777,,,2020yCat.1350....0G,
star,cns5-4307,G 259-15,M4V,-4.617542072,10.188087602,6.348786812,,,,,,,,,,,2000.0,Corrected CNS5 4307; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Ursa Minor,262.8122775792793,82.09105560054718,2016.0,77.7496110593596,0.028208917,-291.4898184469619,0.027814751490950584,483.92210859753476,0.026392517611384392,,,2020yCat.1350....0G,
star,cns5-5056,L 46-96,M4.5V,8.031187636,-7.418889552,-6.791650429,,,,,,,,,,13.261914,2000.0,Corrected CNS5 5056; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Octans,307.02948825519866,-76.67659445129135,2016.0,77.69315822004067,0.026735231,723.6617004485491,0.02021295763552189,-1242.6229919721334,0.02280476503074169,,,2020yCat.1350....0G,
white_dwarf,cns5-4728,LAWD 73,DAP4.5,-2.342380911,11.450387308,5.393925065,,,,,,,,,,,2000.0,Corrected CNS5 4728; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Draco,285.0438740245104,70.66652753906988,2016.0,77.68702960633664,0.019681377,85.81000044681244,0.018682796508073807,505.1496152246337,0.022178709506988525,,,2020yCat.1350....0G,
brown_dwarf,cns5-2074,L 186-67,M4.5,0.558964700,-12.612877309,-2.556825228,,,,,,,,,,,2000.0,Corrected CNS5 2074; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Carina,125.69448341721363,-57.4459015804563,2016.0,77.6303768539899,0.044866882,-371.35196070572107,0.04740583524107933,480.73497930424986,0.05029446631669998,,,2020yCat.1350....0G,
star,cns5-4013,HD 147513,G5V,12.137697971,-4.032764623,1.618633802,13.539478,-1.036123,-1.449408,5724,0.9714177,1.0129427,1.0234394,-0.3303,6.835294,4.824378,2000.0,Corrected CNS5 4013; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Scorpius,246.0058026651914,-39.192965569776966,2016.0,77.56546482061312,0.07570013,73.7483592823494,0.08200179040431976,3.3665386250642886,0.05878224968910217,12.889327049255371,0.13238118588924408,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-2669,UPM J1055-7356,M7,5.313834156,-11.390041289,-2.873575829,,,,,,,,,,,2000.0,Corrected CNS5 2669; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Carina,163.8163930280901,-73.9368211911611,2016.0,77.56196607095588,0.50910187,163.1347926407081,0.5784860253334045,-216.31134173887276,0.5837542414665222,,,2020yCat.1350....0G,
star,cns5-1557,LP 779-34,M4.0V,-8.970216643,-8.621929877,-3.397745325,,,,,,,,,,,2000.0,Corrected CNS5 1557; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Canis Major,93.79958215965655,-16.439272619106042,2016.0,77.5340265015007,0.02587708,-76.04779797875365,0.016185514628887177,-372.2853056220709,0.01858106441795826,,,2020yCat.1350....0G,
star,cns5-5847,G 130-3,M5V,-3.082579745,10.765334331,-6.408489213,,,,,,,,,,,2000.0,Corrected CNS5 5847; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Pegasus,355.7180385472229,30.82137349573688,2016.0,77.50693241434504,0.04540397,-335.96344835408445,0.03026885725557804,-300.5857799997548,0.02382276952266693,,,2020yCat.1350....0G,
white_dwarf,cns5-4011,CD-38 10980,DA2,12.142141756,-4.055111625,1.628719318,,,,,,,,,,10.475280,2000.0,Corrected CNS5 4011; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Scorpius,245.8914359505284,-39.22948746474345,2016.0,77.49184900562348,0.04835188,77.3976910067686,0.049204714596271515,0.3858446568492385,0.03833717852830887,,,2020yCat.1350....0G,
star,cns5-5682,LSPM J2302+4338,M4.0V,-2.793216508,12.149320549,-3.335991335,,,,,,,,,,,2000.0,Corrected CNS5 5682; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Andromeda,345.7178593481215,43.6376403112615,2016.0,77.48984275901978,0.03073146,-137.60501199060914,0.016812413930892944,-4.8168093757444534,0.020064298063516617,,,2020yCat.1350....0G,
star,cns5-2075,L 186-66,,0.559728360,-12.636478251,-2.561135247,,,,,,,,,,,2000.0,Corrected CNS5 2075; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Carina,125.69640715493325,-57.44392391891117,2016.0,77.4860265001105,0.029199231,-370.7701241208464,0.03341744840145111,437.16401221663114,0.03609795868396759,,,2020yCat.1350....0G,
star,cns5-3399,BD+18 2776,M1V,3.448525090,-0.080641104,12.437108182,93.089941,-71.306802,-4.767355,3846,0.53029025,0.046996966,0.5233524,-0.3924,12.881973,9.195940,2000.0,Corrected CNS5 3399; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Bootes,206.27327486352382,17.777287971454683,2016.0,77.47766645998327,0.019244937,450.9738430630764,0.01669960655272007,-1833.2526914896066,0.011543956585228443,20.741275787353516,0.359496146440506,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-2632,LP 791-3,,-0.826226889,-10.563988031,7.379896890,,,,3082,,0.0020569179,0.16007066,-0.6748,,13.944879,2000.0,Corrected CNS5 2632; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Hydra,161.11857304598618,-18.637154615799474,2016.0,77.44184885106027,0.025357567,-656.1161848985963,0.022480033338069916,-410.9590507165719,0.02103494107723236,,,2020yCat.1350....0G,
star,cns5-5442,L 715-89,dM3.5,6.737804181,4.684649109,-9.970278196,,,,,,,,,,11.474833,2000.0,Corrected CNS5 5442; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Aquarius,330.50768974078255,-19.482782162134956,2016.0,77.44021949599501,0.07314305,930.1479662335812,0.06643706560134888,74.01407246161396,0.038655973970890045,,,2020yCat.1350....0G,
star,cns5-2571,36 UMa B,K7Ve,-7.216426156,3.474140501,10.129866418,-14.030891,-1.993369,1.751990,,,,,,,,2000.0,Corrected CNS5 2571; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Ursa Major,157.60400363893467,55.99898413425029,2016.0,77.43698428653414,0.020665035,-182.44255733480253,0.016536088660359383,-32.03442322121515,0.021036824211478233,8.6790132522583,0.2336227148771286,2020yCat.1350....0G,2020yCat.1350....0G
white_dwarf,cns5-4055,G 138-38,DA8,9.648067542,4.407870510,7.379311910,,,,,,,,,,,2000.0,Corrected CNS5 4055; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Hercules,248.13945312098198,8.855146770762529,2016.0,77.38955894700604,0.028392935,278.0612399418216,0.023798955604434013,-259.0214397748555,0.017119739204645157,,,2020yCat.1350....0G,
star,cns5-1361,HD 36003,K5V,-10.876540061,-5.398346664,-4.427590437,74.227237,-1.696858,-17.944966,,,,,,,7.084917,2000.0,Corrected CNS5 1361; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Orion,82.10736002059835,-3.503099306330114,2016.0,77.37738806327428,0.022472763,-307.98528352257665,0.017753925174474716,-797.4106462047437,0.014122978784143925,-55.60546875,0.15512791275978088,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-3052,LP 795-15,M5.5,3.608657370,-8.149966948,9.366660988,,,,2936,,0.0023008154,0.18533565,-0.1544,,14.706048,2000.0,Corrected CNS5 3052; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Corvus,186.3796671904045,-15.994797913811775,2016.0,77.34095346123667,0.033513546,-818.1012978334464,0.02798599936068058,34.015880683916954,0.02547368034720421,,,2020yCat.1350....0G,
star,cns5-1460,HD 40307,K2.5V,-0.230948294,-11.158017267,-6.532178473,3.017324,-25.387110,-18.704352,,,,,,,6.588753,2000.0,Corrected CNS5 1460; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Pictor,88.51720463376759,-60.023737219948,2016.0,77.32740606118577,0.019351183,-52.17397380816619,0.023214582353830338,-60.05894993288453,0.024756167083978653,31.299779891967773,0.16379529237747192,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-2572,36 UMa,F8V,-7.228525137,3.480125862,10.159360772,-13.561348,-2.074940,1.632898,6066,1.0958452,1.687342,1.176028,-0.5202,4.043464,,2000.0,Corrected CNS5 2572; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Ursa Major,157.65517382143014,55.980393770343866,2016.0,77.24853141451939,0.092271835,-177.04479764181383,0.06463931500911713,-32.633709910609426,0.08850309252738953,8.296478271484375,0.1873934268951416,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-1376,Ross 42,M4Ve,-12.222300652,-3.224289474,-2.840611768,,,,3046,,0.028124299,0.6025616,-0.785,,10.966698,2000.0,Corrected CNS5 1376; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Orion,83.06025541111765,9.819849871438162,2016.0,77.18619807963694,0.029662868,-180.3283108626894,0.02452414110302925,-216.75172918493794,0.018120447173714638,,,2020yCat.1350....0G,
star,cns5-1416,LP 658-44,M5.5V,-10.694417022,-6.150672923,-3.979409025,,,,,,,,,,14.794488,2000.0,Corrected CNS5 1416; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Orion,85.55220113669213,-5.461181586870268,2016.0,77.143174647282,0.026535444,-157.22783315036816,0.020880095660686493,956.7257419838581,0.017381569370627403,,,2020yCat.1350....0G,
star,cns5-5565,BD+08 4887,M0V,2.466047917,9.563475359,-8.413625869,-33.384364,-7.252334,-7.255297,3635,,0.037201237,0.5302125,-0.1411,,9.807593,2000.0,Corrected CNS5 5565; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Pegasus,338.26170115162523,9.37860496034321,2016.0,77.07656500674123,0.024152596,538.1796824250598,0.02725922130048275,141.1487996279024,0.024034373462200165,-6.984805107116699,0.11343567818403244,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-2126,G 234-37,M3.0V,-8.958519766,5.815969278,7.394150423,,,,3163,,0.018768787,0.45671812,-0.8151,,,2000.0,Corrected CNS5 2126; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Ursa Major,128.94437156732053,68.06670261378376,2016.0,76.97911631168834,0.018790282,-837.3263519140706,0.013951313681900501,-562.4909065287461,0.016362706199288368,,,2020yCat.1350....0G,
